item,group,pass,own_exit_excess,final_target_exit3_excess,raw_excess,fit01_excess
confirmation-026,dg006,2,0.4040084388185654,-0.005274261603375527,0.4166666666666667,0.0
confirmation-027,dg006,2,0.0,0.0,0.0,0.0
confirmation-028,dg006,2,0.9978902953586498,-0.004219409282700422,0.5833333333333334,-0.0010548523206751054
confirmation-029,dg006,2,0.0,0.0,0.0,0.0
confirmation-030,dg006,2,0.9873417721518988,-0.0031645569620253164,1.0,-0.004219409282700422
confirmation-031,dg006,2,0.0,0.0,0.0,0.0
confirmation-032,dg006,2,0.0,0.0,0.0,0.0
confirmation-033,dg007,2,1.0,0.6666666666666666,0.4166666666666667,0.0
confirmation-034,dg007,2,0.0,0.0,0.0,0.0
confirmation-035,dg007,2,0.25,0.0,0.0,0.0
confirmation-036,dg007,2,0.25,0.0,0.0,0.0
confirmation-037,dg007,2,0.5770042194092827,0.0,0.0,0.0
confirmation-038,dg007,2,0.0,0.0,0.0,0.0
confirmation-039,dg007,2,0.580168776371308,0.0,0.0,0.0
confirmation-040,dg007,2,0.4166666666666667,0.0,0.0,0.0
confirmation-041,dg007,2,0.9968354430379747,0.0,0.5770042194092827,0.0
confirmation-042,dg007,2,0.25,0.0,0.0,0.0
confirmation-043,dg007,2,0.25,0.0,0.0,0.0
confirmation-044,dg007,2,-0.006329113924050633,0.0,0.0,0.0
confirmation-045,dg007,2,1.0,-0.0010548523206751054,0.0,0.0
confirmation-046,dg007,2,0.0,0.0,0.0,0.0
confirmation-047,dg007,2,0.1550632911392405,0.0,0.0,0.0
confirmation-048,dg007,2,0.4936708860759494,0.0,0.0,0.0
confirmation-049,dg008,2,0.0,0.0,0.0,0.0
confirmation-050,dg008,2,0.0,-0.011603375527426161,0.0,-0.002109704641350211
confirmation-051,dg009,2,0.0,0.0,0.0,0.0
confirmation-052,dg009,2,0.0,-0.004219409282700422,0.0,-0.002109704641350211
confirmation-053,dg006,2,0.6656118143459915,0.0,0.08333333333333333,-0.0010548523206751054
confirmation-054,dg006,2,-0.012658227848101266,0.0,0.0,0.0
confirmation-055,dg010,2,0.0,0.0,0.0,0.0
confirmation-056,dg010,2,0.330168776371308,0.0,0.0,0.0
confirmation-057,dg010,2,1.0,0.0,1.0,0.0
confirmation-058,dg010,2,-0.002109704641350211,-0.011603375527426161,0.0,-0.013713080168776372
confirmation-059,dg006,2,0.6666666666666666,-0.0010548523206751054,0.0,0.0
confirmation-060,dg006,2,-0.012658227848101266,0.0,0.0,0.0
confirmation-061,dg010,2,-0.020042194092827006,-0.013713080168776372,0.0,-0.008438818565400843
confirmation-062,dg010,2,1.0,-0.007383966244725738,0.0,-0.007383966244725738
confirmation-063,dg006,2,0.0,0.0,0.0,0.0
confirmation-064,dg006,2,-0.011603375527426161,-0.008438818565400843,-0.010548523206751054,-0.0031645569620253164
confirmation-065,dg011,2,0.0,0.0,0.0,0.0
confirmation-066,dg011,2,-0.002109704641350211,0.0,0.0,0.0
confirmation-067,dg011,2,0.0,0.0,0.0,0.0
confirmation-068,dg011,2,0.07700421940928269,0.0,0.0,0.0
confirmation-069,dg012,2,0.5833333333333334,0.0,0.0,0.0
confirmation-070,dg012,2,0.5,0.0,0.0,0.0
confirmation-071,dg013,2,-0.006329113924050633,-0.014767932489451477,-0.002109704641350211,-0.017932489451476793
confirmation-072,dg013,2,0.0,0.0,0.08333333333333333,0.0
confirmation-073,dg014,2,0.08333333333333333,0.0,0.0,0.0
confirmation-074,dg014,2,0.0,0.0,0.0,0.0
confirmation-075,dg006,2,0.5833333333333334,0.0,0.25,0.0
confirmation-076,dg006,2,0.0,0.0,0.0,0.0
confirmation-077,dg013,2,-0.0010548523206751054,-0.017932489451476793,-0.002109704641350211,-0.0189873417721519
confirmation-078,dg013,2,0.5833333333333334,0.0,0.0,0.0
confirmation-079,dg015,2,0.4957805907172996,0.0,0.16666666666666666,0.0
confirmation-080,dg015,2,-0.002109704641350211,0.0,0.0,-0.011603375527426161
confirmation-081,dg016,2,0.0,0.0,0.0,-0.0010548523206751054
confirmation-082,dg016,2,0.0,-0.002109704641350211,0.0,-0.00949367088607595
confirmation-083,dg016,2,0.0,0.0,0.0,0.0
confirmation-084,dg016,2,0.0,0.0,0.0,0.0
confirmation-085,dg016,2,-0.0010548523206751054,0.0,0.0,0.0
confirmation-086,dg016,2,0.9968354430379747,0.48523206751054854,1.0,0.4873417721518987
confirmation-087,dg016,2,0.16666666666666666,0.0,0.0,0.0
confirmation-088,dg016,2,1.0,0.5812236286919832,1.0,0.49683544303797467
confirmation-089,dg017,2,0.7436708860759493,0.0,0.0,0.0
confirmation-090,dg017,2,0.9810126582278481,0.16666666666666666,0.8333333333333334,0.25
confirmation-091,dg018,2,1.0,0.0,0.08333333333333333,0.0
confirmation-092,dg018,2,1.0,0.0,1.0,0.0
confirmation-093,dg008,2,-0.012658227848101266,0.0,0.0,0.0
confirmation-094,dg008,2,0.8333333333333334,-0.0010548523206751054,0.0,-0.0010548523206751054
confirmation-095,dg016,2,0.8280590717299579,0.0,0.0,0.0
confirmation-096,dg016,2,1.0,1.0,1.0,1.0
confirmation-097,dg016,2,0.8217299578059072,0.0,0.0,0.0
confirmation-098,dg016,2,0.0,0.0,0.0,0.0
confirmation-099,dg016,2,0.9092827004219409,0.0,0.0,0.0
confirmation-100,dg016,2,0.9873417721518988,0.989451476793249,1.0,0.9862869198312236
confirmation-101,dg016,2,0.0,0.0,0.0,0.0
confirmation-102,dg016,2,0.5833333333333334,0.0,0.0,0.0
confirmation-103,dg016,2,0.0,0.0,0.0,0.0
confirmation-104,dg016,2,-0.007383966244725738,0.0,0.0,0.0
confirmation-105,dg016,2,0.3333333333333333,0.0,0.0,-0.002109704641350211
confirmation-106,dg016,2,0.0,0.0,0.0,0.0
confirmation-107,dg016,2,0.16666666666666666,0.0,0.16666666666666666,0.0
confirmation-108,dg016,2,0.5622362869198313,0.0,0.0,0.0
confirmation-109,dg019,2,-0.012658227848101266,0.0,0.0,0.0
confirmation-110,dg019,2,0.0,0.0,0.0,0.0
confirmation-111,dg016,2,0.0,0.0,0.0,0.0
confirmation-112,dg016,2,0.0,0.0,0.0,0.0
confirmation-113,dg013,2,0.0,0.0,0.0,0.0
confirmation-114,dg013,2,1.0,0.16666666666666666,1.0,-0.002109704641350211
confirmation-115,dg013,2,0.9989451476793249,0.9873417721518988,0.9166666666666666,0.8206751054852321
confirmation-116,dg013,2,0.16666666666666666,-0.007383966244725738,0.0,-0.004219409282700422
confirmation-117,dg002,2,-0.002109704641350211,-0.002109704641350211,0.0,-0.0031645569620253164
confirmation-118,dg002,2,1.0,0.0,0.0,0.0
confirmation-119,dg020,2,0.0,0.0,0.0,0.0
confirmation-120,dg020,2,-0.0031645569620253164,-0.007383966244725738,0.0,-0.00949367088607595
confirmation-121,dg021,2,1.0,1.0,1.0,1.0
confirmation-122,dg021,2,1.0,1.0,0.8333333333333334,1.0
confirmation-123,dg013,2,1.0,0.0,0.0,0.0
confirmation-124,dg013,2,0.0,0.0,0.0,0.0
confirmation-125,dg022,2,0.0,0.0,0.0,0.0
confirmation-126,dg022,2,-0.002109704641350211,0.0,0.0,0.0
