model,seed,task,method,source_index,native_pass_end,to_final_native,to_same_source_coda
huginn,2026090804,multihop,raw,26,False,0.09090909090909091,0.19318181818181818
huginn,2026090804,multihop,raw,27,True,0.125,0.14772727272727273
huginn,2026090804,multihop,raw,28,False,0.03409090909090909,0.18181818181818182
huginn,2026090804,multihop,raw,29,False,0.07954545454545454,0.07954545454545454
huginn,2026090804,multihop,raw,30,False,0.11363636363636363,0.22727272727272727
huginn,2026090804,multihop,raw,31,True,0.11363636363636363,0.11363636363636363
huginn,2026090804,multihop,jlens,0,False,0.0,0.0
huginn,2026090804,multihop,jlens,1,False,0.0,0.0
huginn,2026090804,multihop,jlens,2,False,0.0,0.0
huginn,2026090804,multihop,jlens,3,True,0.0,0.0
huginn,2026090804,multihop,jlens,4,False,0.0,0.0
huginn,2026090804,multihop,jlens,5,False,0.0,0.0
huginn,2026090804,multihop,jlens,6,False,0.0,0.0
huginn,2026090804,multihop,jlens,7,True,0.0,0.0
huginn,2026090804,multihop,jlens,8,False,0.0,0.0
huginn,2026090804,multihop,jlens,9,False,0.0,0.0
huginn,2026090804,multihop,jlens,10,False,0.0,0.0
huginn,2026090804,multihop,jlens,11,True,0.0,0.0
huginn,2026090804,multihop,jlens,12,False,0.0,0.0
huginn,2026090804,multihop,jlens,13,False,0.0,0.0
huginn,2026090804,multihop,jlens,14,False,0.0,0.0
huginn,2026090804,multihop,jlens,15,True,0.0,0.0
huginn,2026090804,multihop,jlens,16,False,0.0,0.0
huginn,2026090804,multihop,jlens,17,False,0.0,0.0
huginn,2026090804,multihop,jlens,18,False,0.0,0.0
huginn,2026090804,multihop,jlens,19,True,0.0,0.0
huginn,2026090804,multihop,jlens,20,False,0.0,0.0
huginn,2026090804,multihop,jlens,21,False,0.0,0.0
huginn,2026090804,multihop,jlens,22,False,0.0,0.0
huginn,2026090804,multihop,jlens,23,True,0.0,0.0
huginn,2026090804,multihop,jlens,24,False,0.0,0.0
huginn,2026090804,multihop,jlens,25,False,0.011363636363636364,0.0
huginn,2026090804,multihop,jlens,26,False,0.022727272727272728,0.0
huginn,2026090804,multihop,jlens,27,True,0.011363636363636364,0.011363636363636364
huginn,2026090804,multihop,jlens,28,False,0.056818181818181816,0.056818181818181816
huginn,2026090804,multihop,jlens,29,False,0.06818181818181818,0.06818181818181818
huginn,2026090804,multihop,jlens,30,False,0.09090909090909091,0.10227272727272728
huginn,2026090804,multihop,jlens,31,True,0.10227272727272728,0.10227272727272728
huginn,2026090804,multihop,coda,0,False,0.07954545454545454,1.0
huginn,2026090804,multihop,coda,1,False,0.09090909090909091,1.0
huginn,2026090804,multihop,coda,2,False,0.10227272727272728,1.0
huginn,2026090804,multihop,coda,3,True,0.19318181818181818,1.0
huginn,2026090804,multihop,coda,4,False,0.11363636363636363,1.0
huginn,2026090804,multihop,coda,5,False,0.125,1.0
huginn,2026090804,multihop,coda,6,False,0.22727272727272727,1.0
huginn,2026090804,multihop,coda,7,True,0.32954545454545453,1.0
huginn,2026090804,multihop,coda,8,False,0.10227272727272728,1.0
huginn,2026090804,multihop,coda,9,False,0.22727272727272727,1.0
huginn,2026090804,multihop,coda,10,False,0.2727272727272727,1.0
huginn,2026090804,multihop,coda,11,True,0.29545454545454547,1.0
huginn,2026090804,multihop,coda,12,False,0.11363636363636363,1.0
huginn,2026090804,multihop,coda,13,False,0.25,1.0
huginn,2026090804,multihop,coda,14,False,0.29545454545454547,1.0
huginn,2026090804,multihop,coda,15,True,0.32954545454545453,1.0
huginn,2026090804,multihop,coda,16,False,0.1590909090909091,1.0
huginn,2026090804,multihop,coda,17,False,0.2727272727272727,1.0
huginn,2026090804,multihop,coda,18,False,0.375,1.0
huginn,2026090804,multihop,coda,19,True,0.42045454545454547,1.0
huginn,2026090804,multihop,coda,20,False,0.14772727272727273,1.0
huginn,2026090804,multihop,coda,21,False,0.26136363636363635,1.0
huginn,2026090804,multihop,coda,22,False,0.2727272727272727,1.0
huginn,2026090804,multihop,coda,23,True,0.5,1.0
huginn,2026090804,multihop,coda,24,False,0.20454545454545456,1.0
huginn,2026090804,multihop,coda,25,False,0.32954545454545453,1.0
huginn,2026090804,multihop,coda,26,False,0.36363636363636365,1.0
huginn,2026090804,multihop,coda,27,True,0.7159090909090909,1.0
huginn,2026090804,multihop,coda,28,False,0.19318181818181818,1.0
huginn,2026090804,multihop,coda,29,False,0.3522727272727273,1.0
huginn,2026090804,multihop,coda,30,False,0.3977272727272727,1.0
huginn,2026090804,multihop,coda,31,True,1.0,1.0
huginn,2026090804,order-ops,raw,0,False,0.0,0.3333333333333333
huginn,2026090804,order-ops,raw,1,False,0.0,0.17647058823529413
huginn,2026090804,order-ops,raw,2,False,0.0,0.27450980392156865
huginn,2026090804,order-ops,raw,3,True,0.0,0.0
huginn,2026090804,order-ops,raw,4,False,0.0196078431372549,0.1568627450980392
huginn,2026090804,order-ops,raw,5,False,0.0,0.17647058823529413
huginn,2026090804,order-ops,raw,6,False,0.0392156862745098,0.3137254901960784
huginn,2026090804,order-ops,raw,7,True,0.0,0.0392156862745098
huginn,2026090804,order-ops,raw,8,False,0.0392156862745098,0.3137254901960784
huginn,2026090804,order-ops,raw,9,False,0.0,0.13725490196078433
huginn,2026090804,order-ops,raw,10,False,0.0196078431372549,0.09803921568627451
huginn,2026090804,order-ops,raw,11,True,0.0,0.0196078431372549
huginn,2026090804,order-ops,raw,12,False,0.0784313725490196,0.3137254901960784
huginn,2026090804,order-ops,raw,13,False,0.0,0.29411764705882354
huginn,2026090804,order-ops,raw,14,False,0.0196078431372549,0.2549019607843137
huginn,2026090804,order-ops,raw,15,True,0.0,0.0
huginn,2026090804,order-ops,raw,16,False,0.058823529411764705,0.19607843137254902
huginn,2026090804,order-ops,raw,17,False,0.058823529411764705,0.29411764705882354
huginn,2026090804,order-ops,raw,18,False,0.058823529411764705,0.09803921568627451
huginn,2026090804,order-ops,raw,19,True,0.0,0.0
huginn,2026090804,order-ops,raw,20,False,0.0784313725490196,0.21568627450980393
huginn,2026090804,order-ops,raw,21,False,0.058823529411764705,0.23529411764705882
huginn,2026090804,order-ops,raw,22,False,0.0392156862745098,0.0784313725490196
huginn,2026090804,order-ops,raw,23,True,0.0,0.0
huginn,2026090804,order-ops,raw,24,False,0.13725490196078433,0.23529411764705882
huginn,2026090804,order-ops,raw,25,False,0.058823529411764705,0.23529411764705882
huginn,2026090804,order-ops,raw,26,False,0.058823529411764705,0.13725490196078433
huginn,2026090804,order-ops,raw,27,True,0.0,0.0
huginn,2026090804,order-ops,raw,28,False,0.13725490196078433,0.19607843137254902
huginn,2026090804,order-ops,raw,29,False,0.058823529411764705,0.21568627450980393
huginn,2026090804,order-ops,raw,30,False,0.09803921568627451,0.11764705882352941
huginn,2026090804,order-ops,raw,31,True,0.0,0.0
huginn,2026090804,order-ops,jlens,0,False,0.0,0.0
huginn,2026090804,order-ops,jlens,1,False,0.0,0.0
huginn,2026090804,order-ops,jlens,2,False,0.0,0.0
huginn,2026090804,order-ops,jlens,3,True,0.0,0.0
huginn,2026090804,order-ops,jlens,4,False,0.0,0.0
huginn,2026090804,order-ops,jlens,5,False,0.0,0.0
huginn,2026090804,order-ops,jlens,6,False,0.0,0.0
huginn,2026090804,order-ops,jlens,7,True,0.0,0.0
huginn,2026090804,order-ops,jlens,8,False,0.0,0.0
huginn,2026090804,order-ops,jlens,9,False,0.0,0.0
huginn,2026090804,order-ops,jlens,10,False,0.0,0.0
huginn,2026090804,order-ops,jlens,11,True,0.0,0.0
huginn,2026090804,order-ops,jlens,12,False,0.0,0.0
huginn,2026090804,order-ops,jlens,13,False,0.0,0.0
huginn,2026090804,order-ops,jlens,14,False,0.0,0.0
huginn,2026090804,order-ops,jlens,15,True,0.0,0.0
huginn,2026090804,order-ops,jlens,16,False,0.0,0.0
huginn,2026090804,order-ops,jlens,17,False,0.0,0.0
huginn,2026090804,order-ops,jlens,18,False,0.0,0.0
huginn,2026090804,order-ops,jlens,19,True,0.0,0.0
huginn,2026090804,order-ops,jlens,20,False,0.0,0.0
huginn,2026090804,order-ops,jlens,21,False,0.0,0.0
huginn,2026090804,order-ops,jlens,22,False,0.0,0.0
huginn,2026090804,order-ops,jlens,23,True,0.0,0.0
huginn,2026090804,order-ops,jlens,24,False,0.0,0.0
huginn,2026090804,order-ops,jlens,25,False,0.0,0.0
huginn,2026090804,order-ops,jlens,26,False,0.0,0.0
huginn,2026090804,order-ops,jlens,27,True,0.0,0.0
huginn,2026090804,order-ops,jlens,28,False,0.0,0.0
huginn,2026090804,order-ops,jlens,29,False,0.0,0.0
huginn,2026090804,order-ops,jlens,30,False,0.0,0.0
huginn,2026090804,order-ops,jlens,31,True,0.0,0.0
huginn,2026090804,order-ops,coda,0,False,0.0,1.0
huginn,2026090804,order-ops,coda,1,False,0.0,1.0
huginn,2026090804,order-ops,coda,2,False,0.0,1.0
huginn,2026090804,order-ops,coda,3,True,0.0784313725490196,1.0
huginn,2026090804,order-ops,coda,4,False,0.0,1.0
huginn,2026090804,order-ops,coda,5,False,0.0,1.0
huginn,2026090804,order-ops,coda,6,False,0.0196078431372549,1.0
huginn,2026090804,order-ops,coda,7,True,0.4117647058823529,1.0
huginn,2026090804,order-ops,coda,8,False,0.058823529411764705,1.0
huginn,2026090804,order-ops,coda,9,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,10,False,0.1568627450980392,1.0
huginn,2026090804,order-ops,coda,11,True,0.4117647058823529,1.0
huginn,2026090804,order-ops,coda,12,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,13,False,0.0784313725490196,1.0
huginn,2026090804,order-ops,coda,14,False,0.09803921568627451,1.0
huginn,2026090804,order-ops,coda,15,True,0.37254901960784315,1.0
huginn,2026090804,order-ops,coda,16,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,17,False,0.0784313725490196,1.0
huginn,2026090804,order-ops,coda,18,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,19,True,0.6274509803921569,1.0
huginn,2026090804,order-ops,coda,20,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,21,False,0.09803921568627451,1.0
huginn,2026090804,order-ops,coda,22,False,0.11764705882352941,1.0
huginn,2026090804,order-ops,coda,23,True,0.5882352941176471,1.0
huginn,2026090804,order-ops,coda,24,False,0.13725490196078433,1.0
huginn,2026090804,order-ops,coda,25,False,0.0784313725490196,1.0
huginn,2026090804,order-ops,coda,26,False,0.17647058823529413,1.0
huginn,2026090804,order-ops,coda,27,True,0.7450980392156863,1.0
huginn,2026090804,order-ops,coda,28,False,0.13725490196078433,1.0
huginn,2026090804,order-ops,coda,29,False,0.09803921568627451,1.0
huginn,2026090804,order-ops,coda,30,False,0.23529411764705882,1.0
huginn,2026090804,order-ops,coda,31,True,1.0,1.0
