task,virtual_index,loop,physical_layer_one_based,known_identity,mean,fit_sd,fit_min,fit_max,positive_fits,negative_fits,zero_fits,jlens_own_layer,raw_own_layer,jlens_control_layer,raw_control_layer,jlens_delta_layer,raw_delta_layer,crossed_fit_item_pointwise_low,crossed_fit_item_pointwise_high,crossed_fit_item_simultaneous_low,crossed_fit_item_simultaneous_high,conditional_item_pointwise_low,conditional_item_pointwise_high,conditional_item_simultaneous_low,conditional_item_simultaneous_high,conditional_fit_pointwise_low,conditional_fit_pointwise_high,conditional_fit_simultaneous_low,conditional_fit_simultaneous_high,crossed_fit_component_pointwise_low,crossed_fit_component_pointwise_high,crossed_fit_component_simultaneous_low,crossed_fit_component_simultaneous_high
multihop,25,1,26,False,-0.08372880553187458,0.002225487111285873,-0.08743250923557828,-0.08227953016955573,0,5,0,0.0,0.08888888888888889,0.0014492753623188406,0.006609358719333144,-0.0014492753623188406,0.08227953016955573,-0.14714512882447664,-0.028745405891825337,-0.3143015454510948,0.1468439343873456,-0.14763369091597991,-0.028755209813393964,-0.3054482625454492,0.13799065148170003,-0.08575779103912096,-0.08231173628871838,-0.16728838320909928,-0.0001692278546498588,-0.15871069567257182,-0.0196825833406826,-0.41289478660962026,0.24543717554587113
multihop,26,1,27,False,-0.07268258027848822,0.0021501196642011934,-0.07632139812446717,-0.07100738846263144,0,5,0,0.0,0.07777777777777778,0.0016751918158567775,0.0067703893151463464,-0.0016751918158567775,0.07100738846263144,-0.1295658449370086,-0.020797243535095215,-0.3032553201977084,0.157890159640732,-0.12926889741403808,-0.020321895424836606,-0.2944020372920628,0.14903687673508642,-0.07455006157052192,-0.0713299232736573,-0.15624215795571295,0.010876997398736502,-0.14536720230782332,-0.013663013256377848,-0.4018485613562339,0.25648340079925747
multihop,27,1,28,False,-0.04083499100123141,0.005178830083965162,-0.05007814720090937,-0.03832291370654542,0,5,0,0.0,0.044444444444444446,0.0025120772946859906,0.006121530737899023,-0.0025120772946859906,0.03832291370654542,-0.08650326797385621,-0.004825494932272437,-0.2714077309204516,0.18973774891798878,-0.08592361703135361,-0.0061513687600644115,-0.26255444801480604,0.1808844660123432,-0.045537084398976996,-0.03832291370654542,-0.12439456867845614,0.042724586675993305,-0.08359808729614815,-0.005284194289586872,-0.3700009720789771,0.2883309900765143
multihop,28,1,29,False,-0.01564743771904897,0.002057161922405322,-0.019318935303590034,-0.014649048025007104,0,5,0,0.0,0.022222222222222223,0.0009983896940418682,0.007573174197215116,-0.0009983896940418682,0.014649048025007104,-0.04978136544472862,0.007768838211613146,-0.24622017763826917,0.21492530220017123,-0.0495628492943071,0.00760538031637776,-0.2373668947326236,0.20607201929452565,-0.017515392630482143,-0.014649048025007104,-0.09920701539627369,0.06791213995817574,-0.05007010780324122,0.008131811131996014,-0.34481341879679467,0.3135185433586967
multihop,29,1,30,False,-0.0049578478734489005,0.004776508468056683,-0.010142559439234634,0.002898550724637678,1,4,0,0.0022222222222222222,0.011111111111111112,0.0015463673392062138,0.005477408354646207,0.0006758548830160084,0.005633702756464909,-0.03049919484702093,0.012369340248176553,-0.2355305877926691,0.2256148920457713,-0.03001236146632566,0.01056550156294402,-0.22667730488702353,0.2167616091401257,-0.008339016766126743,-0.0006431751444539207,-0.08851742555067361,0.07860172980377582,-0.03243480290666991,0.012592592592592591,-0.3341238289511946,0.3242081332042968
multihop,30,1,31,False,-0.007854030501089324,0.0009887529546300452,-0.009496068958984558,-0.007080610021786493,0,5,0,0.0,0.011111111111111112,0.0007734204793028323,0.0040305010893246195,-0.0007734204793028323,0.007080610021786493,-0.030854030501089327,0.005056360708534622,-0.23842677042030952,0.22271870941813088,-0.030789049919484703,0.004895436677086293,-0.22957348751466394,0.2138654265124853,-0.008691389599317987,-0.007209434498437057,-0.09141360817831404,0.0757055471761354,-0.03326091375044185,0.005067647100328637,-0.33702001157883504,0.32131195057665635
multihop,31,1,32,False,0.0006483849578478737,0.005317453156391679,-0.008851946575731741,0.0032253481102585964,4,1,0,0.0,0.0,0.0025769631524107228,0.0032253481102585964,-0.0025769631524107228,-0.0032253481102585964,-0.004666133844842285,0.004546769915695747,-0.2299243549613723,0.23122112487706808,-0.0010566448801742918,0.0026148645448517576,-0.22107107205572674,0.2223678419714225,-0.00415032679738562,0.0031931419910959553,-0.08291119271937684,0.08420796263507259,-0.0046853128565015585,0.004566170550345741,-0.32851759611989784,0.32981436603559355
multihop,32,1,33,False,0.0013270815572605853,0.004792150618777916,-0.007239272520602445,0.003710807994695463,4,1,0,0.0,0.0,0.002383726437434877,0.003710807994695463,-0.002383726437434877,-0.003710807994695463,-0.0036279719617315527,0.005258608032585015,-0.22924565836195962,0.23189982147648078,-0.0005432532916548263,0.0037425523349436393,-0.22039237545631404,0.2230465385708352,-0.0029563322913706554,0.0035819835180448995,-0.08223249611996414,0.0848866592344853,-0.0036608407963558505,0.00531034398331563,-0.3278388995204851,0.3304930626350063
multihop,33,1,34,False,0.005070166360581293,0.005619693757704738,-0.001596026686685922,0.014021573010197661,4,1,0,0.0022222222222222222,0.0,0.001514161220043573,0.004362105358402645,0.0007080610021786499,-0.004362105358402645,0.00020653499340467297,0.015562847173623216,-0.2255025735586389,0.2356429062798015,0.0013991187144697088,0.01054572936680621,-0.21664929065299332,0.22678962337415592,0.000787226131349505,0.010125579830317014,-0.07848941131664343,0.088629744037806,0.00022035691799374732,0.015053371219223063,-0.3240958147171644,0.33423614743832697
multihop,34,1,35,False,0.006519915342299584,0.005452021327070679,0.0013025240379517578,0.01579527766114016,5,0,0,0.0022222222222222222,0.0,0.001030595813204509,0.005328288933281872,0.0011916264090177132,-0.005328288933281872,0.002100502036563418,0.016764075862517477,-0.2240528245769206,0.2370926552615198,0.002786440771419968,0.011898465367111583,-0.21519954167127503,0.22823937235587421,0.002912829996083804,0.011511863812508922,-0.07703966233492514,0.0900794930195243,0.002095607246194574,0.01683097309018058,-0.32264606573544613,0.33568589642004526
multihop,35,1,36,False,0.0028066685611442647,0.004720421782075229,-0.005631334659467652,0.005157715260017051,4,1,0,0.0,0.0,0.002351046698872786,0.005157715260017051,-0.002351046698872786,-0.005157715260017051,-0.0028347068295917393,0.007281010230179028,-0.22776607135807594,0.23337940848036445,-3.27744624419811e-05,0.006126266931893531,-0.21891278845243037,0.22452612557471888,-0.0014445391683243344,0.005028890783366487,-0.08075290911608045,0.08636624623836898,-0.002832345437958744,0.007377824388857697,-0.32635931251660144,0.33197264963888995
multihop,36,1,37,False,0.010176660035995076,0.009570064441973902,0.0024154589371980667,0.026889741403807902,5,0,0,0.0044444444444444444,0.0,0.0016751918158567779,0.0074074074074074086,0.0027692526285876666,-0.0074074074074074086,0.0021256038647342996,0.025764753244292875,-0.22039607988322513,0.24074939995521527,0.0031557260585393584,0.019001610305958122,-0.21154279697757955,0.2318961170495697,0.004347826086956522,0.01896798332859714,-0.07338291764122964,0.09373623771321979,0.0020703933747412014,0.02634712251099636,-0.3189893210417506,0.3393426411137408
multihop,37,1,38,False,-0.004573742540494458,0.007600646203026516,-0.01223832528180354,0.005472672160651702,1,4,0,0.008888888888888889,0.022222222222222223,0.0020294591266458275,0.010789049919484697,0.006859429762243062,0.01143317230273752,-0.03896949891067538,0.025346215780998393,-0.23514648245971465,0.22599899737872575,-0.03803543857156389,0.023252356256512265,-0.22629319955406907,0.21714571447308018,-0.01040257648953301,0.001255091408544094,-0.08813332021771918,0.07898583513673026,-0.03870069556574382,0.026428848219129535,-0.33373972361824017,0.3245922385372512
multihop,38,1,39,False,-0.030275646490480247,0.007226194808535271,-0.03687600644122383,-0.02062138865207919,0,5,0,0.008888888888888889,0.044444444444444446,0.0037378043004641453,0.009017713365539451,0.0051510845884247414,0.03542673107890499,-0.07732966278298758,0.009205325850146825,-0.26084838640970043,0.20029709342873994,-0.07652363360803256,0.008115267121341281,-0.25199510350405485,0.19144381052309437,-0.03581320450885668,-0.024578952353888413,-0.11383522416770496,0.053283931186744474,-0.07555600891185697,0.010464688565643636,-0.35944162756822595,0.29889033458726544
multihop,39,1,40,False,-0.053484417921758065,0.010165866350013916,-0.06568864260680118,-0.040899403239556695,0,5,0,0.006666666666666666,0.06666666666666667,0.0038022165387894278,0.010317798617031347,0.002864450127877237,0.05634886804963531,-0.10974955006157051,-0.005531294401818708,-0.2840571578409783,0.17708832199746213,-0.10864909538694703,-0.006787605380316391,-0.2752038749353327,0.16823503909181656,-0.06108316756654353,-0.0458572511130056,-0.13704399559898278,0.03007515975546665,-0.11438236280992395,-0.0011009071496018315,-0.38265039899950376,0.27568156315598763
multihop,40,1,41,False,-0.11431974116346375,0.012002164478250513,-0.12990655559938305,-0.09947414108768463,0,5,0,0.006666666666666666,0.13333333333333333,0.005089514066496164,0.017436439569699095,0.0015771526001705032,0.11589689376363427,-0.18697350240838997,-0.046129014631305,-0.34489248108268394,0.11625299875575645,-0.18569933244405987,-0.046999230368475926,-0.33603919817703837,0.10739971585011088,-0.12311201169486473,-0.10552747063206278,-0.19787931884068846,-0.03076016348623903,-0.19544507155477375,-0.041535217732102,-0.4434857222412094,0.21484623991428195
multihop,41,1,42,False,-0.12620806170907325,0.009706145887254998,-0.1394120969463566,-0.11590162995762875,0,5,0,0.0044444444444444444,0.14444444444444443,0.004444918063843896,0.01823685635477062,-4.736193994506199e-07,0.12620758808967383,-0.2015669704899769,-0.0565370057569499,-0.35678080162829345,0.10436467821014694,-0.2021436940051095,-0.056735250997074896,-0.3479275187226479,0.09551139530450137,-0.13332514042461746,-0.1188972726591538,-0.20976763938629797,-0.04264848403184854,-0.20270768037702333,-0.056835289310763606,-0.4553740427868189,0.20295791936867244
multihop,42,1,43,False,-0.1819795170213158,0.009955854868289014,-0.1962463541909662,-0.17112558124410632,0,5,0,0.0044444444444444444,0.2,0.004670360897982381,0.01824639943222224,-0.00022591645353793634,0.1817536005677778,-0.2660173657501071,-0.10341328240864449,-0.412552256940536,0.04859322289790441,-0.265324394650787,-0.10400013130567681,-0.4036989740348904,0.03973993999225883,-0.189580161143699,-0.17450769737558305,-0.26553909469854053,-0.09841993934409107,-0.2717507793653666,-0.10042666128038881,-0.5111454980990615,0.1471864640564299
multihop,43,1,44,False,-0.2285850867854533,0.01375155577895502,-0.25035973867519473,-0.21219075127347076,0,5,0,0.0022222222222222222,0.24444444444444444,0.008632660793786115,0.022269796230555104,-0.006410438571563893,0.22217464821388944,-0.31912920443251214,-0.1422539556056038,-0.45915782670467353,0.0019876531337668923,-0.3181659401557148,-0.1437202448612295,-0.45030454379902796,-0.006865629771878684,-0.24082483292545523,-0.21827818141460936,-0.312144664462678,-0.1450255091082286,-0.3225066508331236,-0.14212985863556982,-0.557751067863199,0.10058089429229239
multihop,44,1,45,False,-0.22233188985450708,0.010819668235838053,-0.2377898798137758,-0.20751612780089335,0,5,0,0.0022222222222222222,0.24444444444444444,0.007698209718670077,0.027588542086385365,-0.005475987496447853,0.2168559023580592,-0.3116979794477458,-0.13667484314008255,-0.45290462977372725,0.008240850064713118,-0.3112592484791161,-0.13737620861308686,-0.4440513468680817,-0.0006124328409324586,-0.23144527433873555,-0.21357087820346984,-0.3058914675317318,-0.13877231217728236,-0.3152287048687218,-0.14089407288910358,-0.5514978709322528,0.10683409122323861
multihop,45,1,46,False,-0.19595737566783875,0.009514093680671236,-0.21232092591885707,-0.18816160035288185,0,5,0,0.0,0.24444444444444444,0.009567111868902151,0.05805418064550788,-0.009567111868902151,0.18639026379893664,-0.2857982314203352,-0.11079097991853747,-0.42653011558705894,0.03461536425138145,-0.2849064075049588,-0.11150628641390947,-0.41767683268141337,0.025762081345735877,-0.20446073836557488,-0.19022373921808977,-0.27951695334506343,-0.11239779799061403,-0.28359938929486067,-0.11374002561452101,-0.5251233567455844,0.13320860540990695
multihop,46,1,47,False,-0.1324379099105213,0.0022971566212056623,-0.13565852182678537,-0.1297003897816968,0,5,0,0.0,0.2,0.002898550724637681,0.07046064081411639,-0.002898550724637681,0.1295393591858836,-0.2199660178080894,-0.050305478857488664,-0.3630106498297415,0.09813483000869891,-0.21982241075101894,-0.05059122757906973,-0.35415736692409594,0.08928154710305333,-0.13443468929860503,-0.1307953978332266,-0.215997487587746,-0.04887833223329657,-0.21883898629282136,-0.0515652274821644,-0.461603890988267,0.1967280711672244
multihop,47,1,48,False,-0.09630027611304093,0.0006400839585942619,-0.09733087192624544,-0.0958815965639266,0,5,0,0.0,0.16666666666666666,0.0007407407407407408,0.07110713129436647,-0.0007407407407407408,0.09555953537230019,-0.17731253755377702,-0.02200999001157901,-0.32687301603226115,0.13427246380617927,-0.17731099351919005,-0.021852680685800905,-0.3180197331266156,0.1254191809005337,-0.09687998625796847,-0.0958815965639266,-0.17985985379026564,-0.012740698435816211,-0.17854337147457267,-0.020176229034185145,-0.4254662571907866,0.23286570496470477
multihop,48,2,1,False,-0.13223148254182343,0.000463924647049535,-0.13294001716340154,-0.1318128029927091,0,5,0,0.0,0.17777777777777778,0.0013848631239935588,0.04693115835994793,-0.0013848631239935588,0.13084661941782988,-0.21074884705486494,-0.059017401271562096,-0.3628042224610436,0.09834125737739677,-0.2107515876853301,-0.05901987716998979,-0.353950939555398,0.08948797447175119,-0.13265016209093775,-0.131909421350197,-0.21579106021904815,-0.048671904864598714,-0.20484416366720481,-0.06423299294170588,-0.4613974636195691,0.19693449853592226
multihop,49,2,2,False,-0.10273515203182722,0.006602254428341396,-0.11320214075968554,-0.09645495879511225,0,5,0,0.0,0.1111111111111111,0.007246376811594203,0.01562233589087809,-0.007246376811594203,0.09548877522023302,-0.16821029885384112,-0.04354106280193239,-0.33330789195104743,0.12783758788739297,-0.1683382589750876,-0.04405630150610972,-0.32445460904540185,0.1189843049817474,-0.10814578005115091,-0.09809747087240693,-0.18629472970905192,-0.0191755743546025,-0.16363758751194807,-0.044285280251440615,-0.4319011331095729,0.2264308290459185
